MLS Number	Property Status	List Price	Original List Price	Street #	Street Name	Dir	Unit #	City	State	Zip Code	Subdivision	Block	Lot Number	County	Area	Parcel #	Page #	Tax $	CC&R	HOA	HO Tax Exemption	Total Annual Fees $	Transfer Fees $	LID	LID Amount $	LID Assessment	State Lease	State Lease #	State Lease Annual Fee $	Legal	Acres	Lot Width	Lot Length	Paved Street	Winter Access	Electric	Propane Tank	Propane Tank Location	Propane Tank Ownership	Bedrooms	Total Baths	Full Baths	Half Baths	3/4 Baths	Apx Fin SqFt	Age	Level	Year Built	Remodeled	Year Remodeled	Basement	Phone	Garage	Carport	Mobile Home Make/Year	Excluded Items	Additional Features	Adjacent To	Construction	Dock	Foundation	Heat	Included in Sale	Power	Road Maintenance	Roof	Sewer	Siding	Topography	Water	Water Proximity	View	Access To	Zone	Showing Instructions	Directions	Public Remarks	Agent Remarks	Office Only Remarks	Sold Price	Closed Date	Days on Market	Property Type
"536246"	"S"	"899900"	"899900"	"172"	"Jacks Loop"	""	""	"Donnelly"	"ID"	"83615"	"Whistler's Cove"	"3"	"1"	"Valley"	"Donnelly West"	"RP006110010030"	""	"0.00"	"Yes"	"No"	"No"	"0.00"	"0.00"	"No"	""	""	"No"	""	""	"Whistlers Cove Subdivision Lot 3 Block 1"	"0.3620"	""	""	"No"	"No"	""	""	""	""	"4"	"3"	""	""	""	"2233"	""	"Two Stories"	"2023"	""	""	""	""	"Two"	"None"	""	""	"Primary Bedroom on Main, Air Conditioning, Central Air"	"Bureau of Reclamation"	"Brick/Block, Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Fireplace"	"Dishwasher, Disposal, Microwave, Range/Oven"	""	"Shared"	"Composition"	"City"	""	"Level, Wooded"	"Well"	""	"Mountains, Wooded"	"Lake, Public Lands"	"County"	"Call Listing Agent"	"Hwy 55, W on Loomis, S on Spring Valley, W on Lake Trail, S on Cascade, E on Wildwood, S on Smoky Dr, E on Jacks Ln, W on Jacks Loop to home."	"This absolutely GORGEOUS home captures the views of Tamarack right off the upstairs balcony! WOW! This wooded lot located in Donnelly's most desirable community, Whistler's Cove, backs up directly to Bureau of Reclamation public land with NO BACK NEIGHBORS! Enjoy the timber and privacy in your mountain dream home. The community offers a pathway with direct access to Lake Cascade. This home will be completed in early summer of 2023 - inquire now for input on selection and finish options. Home is completely framed - walk through anytime and don't forget to check out the views! Close to town in Donnelly, Gold for Hot Springs, Tamarack Ski Resort, Boulder Creek boat dock & McCall.  Buyer to Verify All Info. *Photos Similar*"	"Call Listing Agent for details. Located in beautiful mountain area of Donnelly. No other builder is allowed. HOA dues are being determined. Home is under construction & completely framed. Some Buyer selections may be allowed. Builder has other homes under construction in community & other lots available for build jobs."	""	"899000"	"8/3/2023"	"158"	"RR"
"536257"	"S"	"1090000"	"1285000"	"235"	"Heikkila Lane"	""	""	"McCall"	"ID"	"83638"	"Quaking Aspen"	""	"2"	"Valley"	"McCall East"	"RPOO4570000020"	""	"2432.00"	"No"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"Quaking Aspen Sub Lot 2"	"4.6060"	""	""	"No"	"Yes"	""	"No"	""	""	"3"	"2"	"2"	""	""	"2784"	"11 - 20 Years"	"Single Level"	"2010"	"No"	""	""	"Yes"	"Three"	"None"	""	""	"Primary Bedroom on Main, Vaulted Ceilings"	""	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Fireplace Insert"	"Dishwasher, Disposal, Dryer, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"County"	"Composition"	"Septic Installed"	"Hard Plank"	"Sloped, Solar Potential"	"Well"	""	"Mountains"	""	"County"	"Call Listing Agent, Lockbox/Show Anytime"	"From Farm to Market, East on Heikkila, Driveway is your first right (500')."	"Hard to find as peaceful a setting with an unparalleled view of Jug Mtn from your living room and master bedroom porch.  Extremely well built home, insulated by EnergySEAL.  Granite counters, Alder and Hickory cabinets, Alder doors, stone fireplace with super effecient   wood burning insert, Acacia hardwood floors in living, dining, kitchen, entry and hall.  Heated tile floor in master bath.  Mud room connects not only to garage but bonus room over the garage which has roughed-in plumbing in the wall.  3 car garage with 1 bay a drive thru for boat/trailer/RV easy access.  Open space and arresting views East and South.  Back on Market.  Contingent Sale Expired."	"Main living quarters are on single level.  Bonus room is above the garage.  Back on Market.   Contingent Sale Expired."	""	"1060000"	"7/28/2023"	"149"	"RA"
"536259"	"S"	"3295000"	"3295000"	"51"	"Pinnacle Court"	""	""	"Donnelly"	"ID"	"83615"	"Tamarack Resort Phase 1"	"13"	"59"	"Valley"	"Tamarack"	"RP00492013059A"	""	"6010.62"	"Yes"	"Yes"	"No"	"4500.00"	"65900.00"	"Yes"	"6070.99"	"Buyer to assume"	"No"	""	""	"TAMARACK RESORT P.U.D. PHASE 1 (AMENDED) AMENDED LOT 59 BLOCK 13"	"0.5000"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Owned"	"7"	"5"	""	""	""	"4568"	"11 - 20 Years"	"Two Stories"	"2005"	"Yes"	"2022"	""	""	"Two"	"None"	""	""	"Propane Tank, Vaulted Ceilings, Guest Housing, Air Conditioning, Central Air"	""	"Frame"	""	"Concrete Perimeter"	"Fireplace, Heat Pump, Propane Fire Place"	"Dishwasher, Disposal, Dryer, Furniture, Microwave, Propane Stove, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts"	"Association"	"Composition"	"NLSD"	""	"Level"	"NLSD"	"Lake Cascade"	"Lake, Mountains"	"Community Pool, Lake, Ski-in/Ski-out Access"	"Other"	"Call Listing Agent, LA Must Accompany"	"Tamarack Resort, Discovery Dr., R on Pinnacle  L on Pinnacle Court"	"Newly updated luxury home in Pinnacle Estates at Tamarack Resort. This 7 bedroom property  is perfect for entertaining family and friends. The spacious kitchen opens up into the dining and open concept living room featuring abundant sunlight with its southern exposure and new Trex deck.  Newly painted, all new luxury furniture, light fixtures and ceiling fans, railings, TVâ€™s, refrigerator, vanities and additional closets  Two en-suites upstairs, guest room on main level, and three guest rooms downstairs, including a large bunk room.   Play Billiards, enjoy a movie or play in the Theater Room with a stage, use the built in wet bar, or go outside to enjoy the expansive lawn with fire pit.  Featuring a completely turnkey one bedroom apartment with kitchen above the detached garage, with a separate entry to enjoy privately or rent out separately.  New roof, high energy heat pump with zoned heating, and injected insulation.  This home is ready for you to move in and enjoy!  Located on the groomed Pinnacle Trail system for cross country skiing, biking and hiking, with views of Lake Cascade. "	"Buyer to assume LID balances.  Property is temporarily out of the rental pool market to allow for showings. "	""	"2950000"	"9/8/2023"	"190"	"RR"
"536301"	"S"	"795000"	"848500"	"654"	"Koski Drive"	""	""	"McCall"	"ID"	"83638"	"Woodlands 2"	"4"	"2"	"Valley"	"McCall City"	"RPM04880040020"	""	"2512.20"	"Yes"	"Yes"	"Yes"	"340.00"	"750.00"	"No"	""	""	"No"	""	""	"Lot 2 Block 4 The Woodlands Subdivision No 2"	"0.3000"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Above Ground"	"Leased"	"4"	"2"	"1"	"0"	"1"	"1484"	"11 - 20 Years"	"Single Level"	"2003"	"Yes"	"2022"	"No"	"Yes"	"Three"	"None"	""	"personal property of seller, washer & dryer"	"Primary Bedroom on Main, Propane Tank, Vaulted Ceilings, Air Conditioning, Central Air"	""	"Frame"	""	"Concrete Perimeter"	"Propane Fire Place, Propane Forced Air"	"Dishwasher, Disposal, Range/Oven, Refrigerator"	"110 Volts, 220 Volts"	"City"	"Composition"	"PLSWD"	"Wood Siding"	"Level"	"Public"	"Payette Lake"	"Mountains"	"Community Pool"	"Res - 4 Homes/Ac"	"Call Listing Agent, Call Listing Office, Notice Required"	"E Deinhard, N Samson Trail, E Woodland Drive, S Brady, E Koski"	"You'll never want to leave this immaculate, single-story home with an incredible 650+sf of covered, outdoor living! Located in the center of the Woodlands neighborhood a few hundred feet from the neighborhood park, pool & tennis court. Fully fenced backyard, auto sprinklers, aspens and evergreens, perennial plantings and mountain views. 3-car garage w/additional storage room, plus storage shed and room to park your boat or RV!Neighborhood access to the Spring Mtn Ranch bike/walking trail. Located on the SE side of McCall. When you're not entertaining friends and family outside you'll enjoy the cozy living room with a stone hearth and propane fireplace. The primary suite has a walk-in closet, ensuite bath with dual vanity, a sunny bay window seat and a pine tongue & groove cove ceiling flooring was recently installed in the main living areas and front bedroom, currently in use as an office. A few minutes from your driveway you can be snow skiing at Brundage Mtn, boating Payette Lake or hiking the hills."	"Seller works from home and has large dogs, please allow as much notice as possible to show,2-3 hours is appreciated. Please remove shoes inside front door. Owner will sell washer and dryer on separate bill of sale. The woodlands restricts short term rentals. Long-term rentals are allowed."	""	"765000"	"8/28/2023"	"166"	"RR"
"536321"	"S"	"850000"	"925000"	"23"	"Norwood Place"	""	""	"Donnelly"	"ID"	"83615"	"Woods on Norwood The"	""	"14"	"Valley"	"Donnelly West"	"006190000140"	""	"400.92"	"Yes"	"Yes"	"No"	"250.00"	""	"No"	""	""	"No"	""	""	"THE WOODS ON NORWOOD LOT 14"	"1.0600"	""	""	"Yes"	"Yes"	""	"Yes"	""	"Leased"	"4"	"2"	""	""	""	"2431"	"New-Never Occupied"	"Two Stories"	"2023"	""	""	""	""	"Two"	"None"	""	""	"Primary Bedroom on Main, Propane Tank, Vaulted Ceilings, Air Conditioning, Surveyed, Central Air"	""	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Heat Pump, Propane Fire Place"	"Dishwasher, Disposal, Range/Oven"	"110 Volts, 220 Volts"	"County"	"Composition"	"NLSD"	""	""	"Well"	"Lake Cascade"	"Mountains, Wooded"	"Lake"	"Res - 1 House/1 Ac"	"Lockbox/Show Anytime"	"N on HWY 55 to Donnelly. W on Roseberry to Norwood Rd. S on Norwood Rd 1/2 mile to Norwood Pl on East side of road."	"Priced to Sell! Gorgeous brand new dream home walking distance from Lake Cascade. Relax and unwind on the large, covered back patio while enjoying nature on your spacious 1 acre wooded lot. Entertaining is a breeze with the open kitchen and living room design and the vaulted ceilings add to the grandeur. Cozy up around the gas fireplace after a day of play or relax in the large soaker tub. Minutes from Tamarack resort and multiple boat ramps. Enjoy year round recreation with paved roads and an oversized garage for all of your toys. Quick access to mtn biking, skiing, UTV riding, fishing and boating. "	"Front concrete to be replaced due to spalling. Whole house water filter and softener system has been added. Taxes based on lot price only. "	""	"825000"	"9/15/2023"	"175"	"RR"
"536351"	"S"	"745000"	"749900"	"13128"	"Hawks Bay Road"	""	""	"Donnelly"	"ID"	"83615"	"Hawks Bay 1"	"1"	"15"	"Valley"	"Donnelly West"	"RP005200010150"	""	"1428.30"	"Yes"	"No"	"Yes"	""	"150.00"	"No"	""	""	"No"	""	""	"Hawks Bay Subdivision Lot 15 Block 1"	"0.3300"	""	""	"Yes"	"Yes"	"Underground"	"No"	""	""	"3"	"2"	"2"	""	""	"1687"	"6 - 10 Years"	"Single Level"	"2015"	""	""	"No"	"Yes"	"Two"	"None"	""	"Seller's Personal Property"	"Primary Bedroom on Main, Sprinkler System, Road Frontage"	""	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Fireplace"	"Dishwasher, Disposal, Dryer, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"220 Volts"	"County"	"Composition"	"NLSD"	"Composite"	"Level, Road Frontage"	"Community"	"Lake Cascade"	"Lake, Meadow, Mountains"	"Lake"	""	"Call Listing Agent, Notice Required"	"From Hwy 55, Donnelly Center - Take Roseberry West, Turn into Hawks Bay and go left, home is on the right - no sign. Shown by appointment only."	"Only 5 Miles to Tamarack Ski Resort w/ Golf, Boat Launch Marina, Village Restaurants & Shopping, but No HOA Dues! A Mountain Cabin, Rustic Luxury w/ Lake Cascade access just across the street! Paddle, Swim, Cross Country, Snowmobile out your front door to West Mountain! A Perfect Mountain Retreat. Beautifully Built Home on one-level living on the non-motorized area of Lake Cascade, and the view to the lake is unobstructed! This 3-Bed, 2 Bath Home has quality woodwork & tile-work, fine finishes, lighting and hardware, an electric heat fireplace, spacious open kitchen - living - dining design, and a beautifully landscaped yard with maturing trees for privacy! Fresh exterior paint, new landscaping on the front street-side, covered back porch, fire pit, garden area & solar potential. This subdivision has no HOA Dues, but has a design review guided by the CCRs that support the value of your investment. Home is owner occupied and shown by appointment.  Some Furnishings Are Negotiable! Don't miss the 3-D Virtual Tour Online! Call for a private showing today..."	"Please schedule an appointment, as home is occupied by full time owner who has pets that she will need to remove."	"Ellyn Brannon 209-996-4320"	"730000"	"8/25/2023"	"147"	"RR"
"536402"	"S"	"1275000"	"1350000"	"81"	"Johnson Lane"	""	""	"McCall"	"ID"	"83638"	"None"	""	""	"Valley"	"McCall West"	"RP18N03E320005/RP18N03E320075"	""	"3681.18"	"No"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"See attached in Docs"	"10.0000"	""	""	"Yes"	"Yes"	""	"Yes"	"Above Ground"	"Leased"	"3"	"2.5"	""	""	""	"3448"	"31 - 50 Years"	"Two Stories"	"1990"	"Yes"	"2019"	""	"Yes"	"Four"	"Two"	""	""	"Propane Tank, Shop, Sprinkler System, Horses Permitted, Road Frontage"	""	"Log"	""	"Concrete Perimeter"	"Propane Fire Place, Propane Forced Air"	"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	"110 Volts, 220 Volts"	"County"	"Metal"	"Septic Installed"	"Log"	"Level, Pasture Land, Road Frontage, Solar Potential"	"Well"	""	"Meadow, Mountains"	""	"County"	"Call Listing Agent"	"From McCall: S on 55, W on Johnson, just past Norwood."	"CUSTOM LOG HOME that sits on 10 acres of paradise! This 3 bedroom/2.5 bath home is over 3,400 square feet just minutes from McCall with No CC&R's. This beautiful home features a stone fireplace, gourmet kitchen, a loft, a den & unique laundry/craft room. Sit out on the spacious deck and enjoy 360 degree views of the mountains & valley. 2+ car attached garage & detached 2+ car garage with shop, storage & RV hook up. Horse corral & fenced acreage make this the perfect horse property."	"Additional Parcel # RP18N03E320075 Each parcel is 5 acres.  "	"FRONT DOOR CODE IS 2306 AND THE garage codeS 2306.   "	"1225000"	"9/1/2023"	"138"	"RA"
"536439"	"S"	"1395000"	"1395000"	"196"	"Brookdale Drive"	""	""	"McCall"	"ID"	"83638"	"Brookdale Meadows"	""	""	"Valley"	"McCall West"	"RP004620000390"	""	"1938.18"	"Yes"	"Yes"	"Yes"	"50.00"	"0.00"	"No"	""	""	"No"	""	""	"Brookdale Meadows Subdivision Phase 2 Lot 39"	"3.7800"	""	""	"No"	"Yes"	""	""	""	""	"3"	"2.5"	"2"	"1"	""	"3003"	"1 - 5 Years"	"Other"	"2020"	""	""	""	""	"Five or More"	"None"	""	"Sellers Personal Property"	"Primary Bedroom on Main, Propane Tank, Shop, Sprinkler System, Central Vacuum, Horses Permitted, Central Air"	""	"Frame"	""	"Slab"	"Elec Forced Air, Heat Pump, Propane Fire Place"	"Hot Tub, Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	""	"County"	"Composition"	"Septic Installed"	"Hard Plank"	"Rolling"	"Well"	"Payette River"	"Mountains"	""	"County"	"Call Listing Agent, Notice Required, Other"	"Hwy 55, right onto W Lakefork, Right on Nisula, R onto Brookdale Dr. On left corner"	"Custom touches throughout this newer home with expansive views out every window of Brundage, Tamarack, and Jug Mountain.  Spacious open floor plan perfect for entertaining with over 3000 SF of living space.  Custom theater room featuring Polk speakers, office and gym.  Radiant tile floors in bathrooms.  Luxurious, spa like master bath with cast iron soaking tub.  This Energy efficient home has central air, blown in insulation and central vacuum.  Kitchen features black stainless appliances, granite countertops, farm sink and custom cabinetry.  Large deck and patio area perfect for outdoor entertaining including hot tub and custom fire pit.  2000 square foot shop for all your toys.  Centrally located on 3.8 acres just south of McCall with a short drive to Brundage or Tamarack.  Horses OK."	"Sprinklers and curbing just installed. Hydroseeding to be done week of Aug 7th. Agent is owner."	""	"1300000"	"9/5/2023"	"133"	"RR"
"536445"	"S"	"1949000"	"1949000"	"337"	"Running Horse Drive"	""	"A6"	"McCall"	"ID"	"83638"	"Running Horse"	""	""	"Valley"	"McCall City"	"TBD"	""	"0.00"	"Yes"	"Yes"	"No"	"4200.00"	""	"No"	""	""	"No"	""	""	"Running Horse Subdivision Unit A6"	"0.0600"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Leased"	"4"	"3"	"1"	""	"2"	"2299"	"New-Never Occupied"	"Two Stories"	"2023"	""	""	""	""	"Two"	"None"	""	""	"Propane Tank, Vaulted Ceilings, Central Air"	"Lake"	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Propane Fire Place"	"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	"110 Volts, 220 Volts"	"Association"	"Metal"	"PLSWD"	"Metal Siding, Wood Siding, Hard Plank"	""	"Public"	"Payette Lake"	"Lake"	""	"Res - 4 Homes/Ac"	"Call Listing Agent, LA Must Accompany"	"From West Lake Street turn south on Mather Road, left on Forest Street, left on Running Horse Drive. "	"Stunning views of Payette Lake are just one of the amazing features of this new construction mountain modern home located south of Rotary Park (Rotary Park offers a public beach and swim lanes - directly across Lake Street from this property). Walkable distance to Shore Lodge and downtown McCall. This 4 bed 3 bath home features most of the living space on the second floor to take in the views of Payette Lake. Large second story deck s the perfect place to enjoy the views.  Energy seal insulation, quartz countertops, custom cabinetry, white oak flooring, and much much more. This new subdivision is 13 homes in total. The HOA covers road maintenance of the private road, snow removal and landscaping. Construction of all units is began in 2022 and will complete in 2023/2024. * Some listing photos are renderings - siding exteriors will not be exact. * Property has not yet been assessed for tax purposes. More units to come. "	""	""	"1825000"	"8/18/2023"	"114"	"RR"
"536446"	"S"	"900000"	"950000"	"1350"	"Aspen Ridge Lane"	""	""	"McCall"	"ID"	"83638"	"Aspen Ridge 1"	""	"121"	"Valley"	"McCall City"	"RPM04950001210"	""	"4466.20"	"Yes"	"Yes"	"No"	"75.00"	"0.00"	"No"	""	""	"No"	""	""	"Lot 121, Aspen Ridge Subdivision Phase 1"	"0.3600"	"179"	"100"	"Yes"	"Yes"	"Underground"	""	"Above Ground"	"Leased"	"4"	"3"	""	""	""	"1860"	"11 - 20 Years"	"Two Stories"	"2005"	"No"	""	"No"	"Yes"	"Three"	"None"	""	""	"Primary Bedroom on Main, Central Vacuum, Fuel Tank Above Ground"	""	"Frame"	""	"Concrete Perimeter"	"Propane Forced Air"	"Dishwasher, Disposal, Dryer, Furniture, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	""	"City"	"Composition"	"PLSWD"	"Wood Siding"	""	"Public"	""	"Mountains"	""	"Other"	"Call Listing Agent"	"North on Spring Mountain Ranch, East on Aspen Ridge LN, Home on the Right"	"4BD/3BA located is located in the sought after Aspen Ridge Subdivision on the east side of Payette Lake in downtown McCall, Idaho. This home has a open floor plan with most of the living on one floor , providing easy and comfortable living. The 4th BD & 3rd BA are located above the garage, allowing for privacy and separation when needed. This home is perfect for entertaining guests, with a spacious Living Room featuring a cozy fireplace, perfect for those winter nights. One of the highlights of this home is its location being situated on the east side of Payette Lake in downtown McCall you'll have easy access to all the amenities area has to offer and with Brundage ski resort just a short drive away you'll be able to enjoy skiing and snowboarding during the winter months imagine sipping a warm cup of coffee while enjoying the breathtaking views of the mountains on the front porch."	"Propane tank is leased from Amerigas - Contingent on Home sale - 5 day bump clause "	""	"860000"	"8/14/2023"	"110"	"RR"
"536451"	"S"	"1100000"	"1100000"	"1556"	"Dragonfly Loop"	""	""	"McCall"	"ID"	"83638"	"Aspen Ridge 3"	""	"68"	"Valley"	"McCall City"	"RPM06760000680"	""	"2317.38"	"Yes"	"Yes"	"No"	"350.00"	"0.00"	"No"	""	""	"No"	""	""	"Second Amended Aspen Ridge III Lot 68"	"0.1480"	"67"	"97"	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Owned"	"3"	"3"	"3"	""	""	"2091"	""	"Two Stories"	"2017"	""	""	""	""	"Two"	"None"	""	"Peter Lik Art: 2 pieces, American Flag Art, Fehler Art, Seller's personal property."	"Primary Bedroom on Main, Propane Tank, Vaulted Ceilings, Fuel Tank Below Ground, Air Conditioning, Road Frontage, Surveyed"	""	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Propane Fire Place"	"Dishwasher, Disposal, Dryer, Furniture, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments, Other"	"110 Volts, 220 Volts"	"Association"	"Composition"	"City"	"Hard Plank"	"Level, Sloped"	"Public"	""	"Mountains, Wooded, Pond"	""	"Res - 4 Homes/Ac"	"Call Listing Agent"	"North on Spring Mountain Blvd., right on Aspen Ridge Lane, left on Cattail Way. Home is on Dragonfly Loop where Dragonfly Loop and Cattail Way meet."	"Quaint, cottage-style home with mountain views! This warm and cozy 3 bed/3bath home comes completely turnkey and was built to withstand the McCall winters like a champion! Engineered hardwood and tile flooring throughout the main living area and carpet/tile upstairs. Entering from the garage is a dedicated laundry/mudroom to kick off your winter gear. Open kitchen, dining, and living areas with vaulted ceilings and plenty of windows to capture the views and natural sunlight. The propane fireplace offers warmth and ambiance on cold winter nights. The bright kitchen is finished with custom cabinets, granite counters, stainless steel appliances, large island with additional bar seating, and a walk-in pantry. Just off the living room is the main level primary bedroom with en-suite bath with heated tile flooring, walk-in shower and closet. Upstairs includes two guest bedrooms, one full bathroom, and a large storage closet. After a day of recreating out in the cold, warm up in your private steam sauna. The adjoining lot is available for purchase, which adds ample parking for your snowmobile or boat trailers, privacy, and unobstructed views!"	"BATVAI. The adjoining lot 67 is owned by the sellers of lot 68. They use it for additional parking and unobstructed views. It's available to purchase for $200,000. There is a Declaration of Easement in place for the owners of lot 68 which provides access over the corner of lot 67. Please see Declaration of Easement in the docs tab. Easement /property lines have been marked by a licensed surveyor.  This home has Energy Seal Insulation and WiFi thermostats."	""	"1035000"	"7/7/2023"	"71"	"RR"
"536492"	"S"	"999999"	"1195000"	"220 "	"Meadow Lake Court"	""	""	"McCall"	"ID"	"83638"	"Spring Mountain Meadows"	""	"36"	"Valley"	"McCall City"	"RPM05600000360"	""	"2171.22"	"Yes"	"Yes"	"No"	"800.00"	"1750.00"	"No"	""	""	"No"	""	""	"Spring Mountain Meadows Subd. Lot 36"	"0.2900"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Owned"	"3"	"3"	"3"	""	""	"2406"	"1 - 5 Years"	"Two Stories"	"2021"	""	""	""	""	"Two"	"None"	""	"Seller's personal property."	"Primary Bedroom on Main, Propane Tank, Sprinkler System, Vaulted Ceilings, Fuel Tank Below Ground, Air Conditioning, Road Frontage, Central Air"	"Golf Course"	"Frame"	""	"Concrete Perimeter"	"Heat Pump, Pellet Stove, Propane Fire Place, Propane Forced Air"	"Hot Tub, Dishwasher, Disposal, Dryer, Microwave, Pellet Stove, Range/Oven, Refrigerator, Washer, Window Treatments, Other"	"110 Volts, 220 Volts"	"Association"	"Composition"	"City"	"Wood Siding"	"Level, Road Frontage"	"Public"	""	"Golf Course, Mountains"	"Community Pool"	"Res - 4 Homes/Ac"	"Lockbox/Show Anytime"	"North on Spring Mountain Blvd., left on Cedar, right on Meadow Lake Ct. Home is on the right."	"On the market for the first time in Spring Mountain Meadows! Built in 2021, this 3 bed/3 bath custom home is adjacent to the McCall Golf Course. Views from every window, whether itâ€™s the mountains or golf course. The living room features vaulted ceilings with an abundance of windows & a cozy wood-burning fireplace for brisk nights. Open kitchen & dining area w/a butlerâ€™s pantry, large island, custom cabinets, quartz counters, & ss appliances. Spacious main level primary bedroom with a pellet stove & an en-suite bath which includes heated tile flooring, large closet, walk-in tiled shower, & quartz counters. Upstairs is the bonus room with a wet bar & one full bath/bed. LVP & tile flooring throughout the entire home. Right outside your door, youâ€™ll find miles of hiking, biking, & snowmobile trails as well as the close proximity to other outdoor activities. Homeowners enjoy access to the Ranch House amenities: seasonal outdoor pools, hot tub, tennis/pickle ball courts, fitness center, & steam room."	"BATVAI. Lot 37 NOT included in sale. TV/soundbar above f/p included in sale. Property pins have been marked by a licensed surveyor. Thank you for showing!"	""	"905000"	"8/24/2023"	"109"	"RR"
"536523"	"S"	"499000"	"569000"	"1301"	"Herrick Street"	""	""	"McCall"	"ID"	"83638"	"None"	""	""	"Valley"	"McCall City"	"RPM0229003005C"	""	"1925.88"	"No"	"No"	"No"	""	"0.00"	"No"	"0.00"	"0"	"No"	""	""	"TAX NO.279 IN OLD RD. R/O/W AND RECORDERS PLAT"	"0.2600"	""	""	"No"	"Yes"	""	"No"	""	""	"2"	"2"	""	""	""	"1344"	"51 - 80 Years"	"Single Level"	"1971"	"Yes"	"2014"	""	"Yes"	"None"	"Two"	""	""	"Road Frontage"	""	"Frame"	""	"Concrete Perimeter"	"Elec Baseboard"	"Dishwasher, Range/Oven, Refrigerator"	""	"City"	"Metal"	"NLSD"	"Vinyl Siding"	"Level"	"Public"	""	""	""	""	"Call Listing Agent"	"Hwy55, north on warren wagon, west on Hayes, north on Herrick, duplex on the right"	"Great Investment Property, Unit A&B a duplex located on the west side of Payette Lake in McCall, Idaho.  Each unit consists of one bedroom / one bathroom & a car port with a storage closet.PLEASE NOTE SQ.FT. INCLUDES BOTH UNITS."	" Must have 24 hour notice to coordinate with renters. Each side is rented for $1,175 a month long term, left lease exp in March, right lease expire in Dec.  As of now only the left unit will be shown, until accepted offer is received, then right unit to be shown. "	""	"477500"	"7/20/2023"	"71"	"RR"
"536538"	"S"	"445900"	"459000"	"46"	"Charters Drive"	""	""	"Donnelly"	"ID"	"83615"	"Meadows at West Mountain 1"	"1"	"16"	"Valley"	"Donnelly West"	"RP005120010160"	""	"1197.00"	"Yes"	"Yes"	"No"	"1560.00"	"500.00"	"No"	""	""	"No"	""	""	"Lot 16 Block 1, The Meadows at West Mountain Phase 1"	"0.2000"	""	""	"Yes"	"Yes"	"Underground"	"No"	""	""	"3"	"2"	"2"	""	""	"1322"	"11 - 20 Years"	"Single Level"	"2005"	"Yes"	"2019"	"No"	"Yes"	"Two"	"None"	""	"Personal Property"	"Primary Bedroom on Main, Air Conditioning, Road Frontage, Central Air"	""	"Frame"	"None"	"Concrete Perimeter"	"Elec Forced Air"	"Dishwasher, Disposal, Dryer, Microwave, Range/Oven, Washer, Window Treatments"	"110 Volts, 220 Volts"	"Association"	"Composition"	"NLSD"	"Hard Plank"	"Level"	"Community"	""	"Mountains"	""	"County"	"Call Listing Agent"	"W Roseberry to Norwood South (Left) to Price (Rt) to Charters (Rt). Home half way up on right."	"Great location in the Meadows between Donnelly, Cascade Lake and Tamarack Resort, this 3 bedroom, 2 bath, 2 car garage home is clean, well maintained & cared for.  Forced air heat & A/C, expanded back patio off living room, new roof 6 years ago, upgraded high quality carpet, new blinds & window coverings, and painted recently.  Short term vacation rentals are allowed.  "	"Easy to show, please text LA to make appointment, then use lock box."	""	"445900"	"7/26/2023"	"75"	"RR"
